11819	neutral	I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
11748	positive	Hey u wana meet at someplace den go look 4 e classroom... Mayb at e canteen or somethg...
10310	negative	long time never hear from you what happen ?
10493	positive	Ok. I am reach office. see you tomorrow and cal you tonight.
11920	neutral	Oic... Then better quickly go bathe n settle down...
11220	neutral	Ya let\u2019s mit. Wad time gd for you? Leon gng later by himself.
10356	negative	Not sure leh. just pass to me first
11914	neutral	No need to buy lunch for me.. I eat maggi mee..
11487	neutral	Ok then later i msg u where i am.
10840	positive	My dear\u002ccongrats... U also sleep la...  Good night.. Love u
12224	negative	U got tell them not so loud? so do until wat time?
11734	negative	U nvr check ur email ah... Details u have to ask cindy... We meetin at 12...
10777	neutral	u free tml to write the intro?
10810	negative	Hee\u002cjuz finished bathing\u002cwonder whether u can zzz?hope can la\u002cneed2wake up so early...oh no\u002cskin itchy again?e cream from doc useful?poor u:<
10706	positive	Wow tommy if you invented that message\u002c quite a lot of number crunching yah\u002c haha.. anyway thanks for the blessings i\u2019ll give you a hug when we meet on friday k?
12087	neutral	Call me when u\u2019re done...
12163	neutral	Okie.. Now still doing last min revision. :-(
10305	negative	come on don\u2019t be like that
12049	neutral	We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
11900	neutral	I\u2019m in a movie. Call me 4 wat?
10445	positive	Thanks for you mother?s poh piah. yummy very nice. You have one too since with me are you feeling well?
10633	negative	Ya damn and that stupid woman needs to get fired...
12184	positive	My area seem ok mah. Ok i got to go out liao\u002c i call u at nite k..
11001	neutral	Yo! Wanna send yixin off at e airport tmr at 12 sth? I tot of getting some 2g pple to go then can hv mini 2g gathering. Mayb with cheney\u002c andy n jun yuan?
10108	neutral	u free tomorrow ? wanna go movies ?
10803	neutral	i think she should like it ba...i remembered she onced said so when we saw it?
12005	negative	I like dis sweater fr mango but no more my size already so irritating.
10556	neutral	E price of e discount old cd now drop 2 0.88 onwards leh. Poor thing. Now MRT so many pple. Tell me what u thinking just now leh. Please?
10171	neutral	hahaha i increased by 0.05 instead. if only i din do too badly for 3214
10426	neutral	how to get to yr chalet from orchard ?
11049	neutral	wanna come to my place to watch legod\u2019s goals?
11591	neutral	Ya\u002c it\u2019s gona b tough 4 u... Yeah\u002c it\u2019s my first choice... Dunno y i chose tt oso...
10464	negative	Finished worked. on my way going back. very hungry and very tired leh. enjoy your dinner.
10694	neutral	so you want? got you\u002c alex and me
11794	negative	Haha... Sounds crazy\u002c dunno can tahan anot...
11579	neutral	Izit... I went e shop we bought and look rite\u002c it\u2019s 59 bucks...
11802	positive	oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i\u2019m free leh... And there\u2019s a kb lesson tonight
11447	neutral	Big brother call and ask ah hui out next week!
10166	negative	ya right\u002c this is not morally right
11559	neutral	Yupz... Kaiez\u002c i\u2019ll b goin.. Help me tell jo... Cos i dun have her no...
10231	positive	good morning honey. give u a morning kiss. I woke up and was thinking of you too
11676	neutral	Hey... Ur food sci dun have to bid 4 modules rite\u002cit\u2019s given to u? Cos i chose comp life sci\u002c den some modules same as u\u002c c if can go lect together... :)
10212	neutral	how can i know?
10122	neutral	u interested in coming ?
10748	negative	Yong I might not wana try for Blast auditions cos I don\u2019t suit blast and I wanna conc on studies. But pls u shld give it a try w/o me\u002c dun miss ur final chance.
11690	neutral	Which lect time u bid 4? I dunno if shld take gem tis sem\u002c i might take lor\u002c u leh...
11396	positive	I\u2019m okay wif dat\u002c as long u want me can liao...
11978	neutral	Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
11195	positive	Me no problem la. You come to science?
11566	negative	Oh...but yest i went out... Cant meet u oso.. Nxt time lor\u002c still got lotsa time..
11752	neutral	Hey... I\u2019ll b at e corner lor\u002c not e middle...So dun worry la... Din c ur fren though...
10004	neutral	are you going for the gathering??
10837	neutral	My dear\u002c i m going to lit... How are u? Add oil for your lecture!
10625	neutral	now still can change?
11108	neutral	Can you tell me how to practice Metta\u002c karuna\u002c mudita and mindfulness in daily life?
11776	neutral	I\u2019m seatin at e right side...Quite front... Shld b ez to find... U reachin?
11453	negative	Ok then we cancel lor. We meet another time w more ppl.
11116	positive	Thanks for the info. Do you have some reference books that I can refer to for more details?
11625	neutral	Hey... Tmr\u2019s movie still on?
12075	neutral	Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
11608	neutral	Which poly she goin to... But u stayin in hostel so half e time u will b so far away mah... Haha\u002c wana c how her bf look lk...
10386	positive	Hi shan\u002c i\u2019m sorry i can\u2019t make it tmr. Going to do my hair tmr afternoon. See you tmr night for dinner okie? Good Luck!
11497	positive	Good luck 4 ur first n last paper. (^\u002c^) jus few more hours 2 go then u can enjoy already.
11320	neutral	I going to meet xyan for dinner\u002c just pei her eat only k..
10110	negative	really cannot go ? long time never meet u already .... :(
11272	neutral	Jenny got a rrom at kr. I\u2019m sleeping in her room tonight... Haha... If i\u2019m in hall wont sleep so early lah.
10024	neutral	Pls reach here asap..we are going off soon..
11809	neutral	Aiyo... Her lesson so early... I\u2019m still sleepin\u002c haha... Okie\u002c u go home liao den confirm w me lor...
11721	neutral	oh\u002c ur no is on e leaflet i got from e matric fair...
11168	negative	Wake up already. On my way there. I did not call them because i overslept.
11673	neutral	Oh my fren said go earlier cos there will b a long queue...
10830	positive	My dear\u002c good afternoon\u002c i m going to eat then take bus to school\u002c i m very happy that i can see u tonight!
11953	negative	The length is e same but e top shorter n i got a fringe now. I thk i\u2019m not going liao. Too lazy. Dun wan 2 distract u also.
10156	neutral	want so manyt ppl to notice her for what ?
11192	neutral	Oh... I see. So when we meet? Or you look for me at ea and we go together?
10908	negative	Sorry...cant make it today
10697	negative	sony send spy to steal from you
10196	neutral	hey can i borrow the text book from u? i wan to zap... can i meet u tonight? where will u b?
11791	neutral	Book which lesson? then you msg me... I will call up after work or sth... I\u2019m going to get specs. My membership is PX3748
11386	positive	Haha... I also think so... I keep some of e leafs for u...
11079	positive	Wishing you a blessed Chinese New Year to you and your family!
11247	neutral	hi dan. need your help with 3240. drop me a msg when you are free.
10551	positive	Free temple food\u002c NICE NICE? aNYWAY\u002c hARI RAYA coming soon leh. Geylang here got HARI RAYA BAZAAR & so on? hee? later da bAO dinner fr Geylang. Mmm.NICE!
10927	positive	ok.tats good\u002c cya then babe!
10339	positive	yeah lor... like it a lot...
11047	neutral	okie.i need to find some readings (again...) first.
10248	negative	hmmm sorrie I can\u2019t cfm juz as yet... it\u2019s free entry rite?
10875	neutral	Hey remember the girl who was talking with us after the first lecture of 4252? Can you give me her name and contact number?
11840	negative	Huh? 6 also cannot? Then only how many mistakes?
10079	neutral	you wan the black one or white one?
10655	neutral	ya lor. as my  friends doing agency  job then many of them   got more tutor than student
10797	negative	i think no need lah..i go borrows from steve
10172	neutral	Owe me $19. Cloth is 9 and costume is estimated at 10. Btw we owe James $ for studiow rental too\u002c dat one he collect from us separately.
10497	neutral	I am company ah boa to check up what are you doing? still in your dreaming?
10065	negative	wah liao i dunno why you bother to include him in our group when no one likes him!! arghhhhhhhhh! you will be the death of me!
10025	neutral	we are sitting near the back door there..come find us hor
10236	positive	Ok... Then me wait up for u! kk dnr... enj the show. Bedtime when show end
11329	neutral	Finish e part dat i missed yest liao. U still want 2 go out?
10842	neutral	My dear\u002c i have finished meeting too... Now going to nuh...
11962	neutral	Nothing\u002c smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.
10470	neutral	last night I called you\u002c but you switch off fon.
10811	positive	Yeah...can pig half an hr more tmr:p wah\u002cwork till 3am\u002cbetter take care of ??r health ah!so ?? cant zzz now?read some fiction\u002cor text bk\u002csure can zzz:p
10836	positive	Haha\u002cjuz now when ? msg m? via intranet\u002cmy lab ta was beside\u002c? he tot i discuss ans w ?...but doesnt matter cos he\u2019s vv nice...h??\u002cnext time teach m? how2use!
11282	neutral	R Ã¼ all going for bio lecture tmr... Got no more assignments rite...
10548	positive	Now at Geylang Serai? crossing the \u2019bridge\u2019\u002c getting e \u2019chop\u2019 reminds me of my primary school days. Used 2 like it & moreover here is near my school. U no pray?
11626	neutral	Oh... Ok lor... Den when she can make it... Oh\u002c  e qet is on wed izit...
11300	neutral	i duno how long it lasts.im going coz later evening got dance.
10906	neutral	Can u call me? I am out of credit
10630	negative	As a punishment you have to go and check the answer on the topic
11360	positive	Wish u n ur family a prosperous new year\u002c good health and also may e monkey yr bring us good romance...
10169	neutral	Ill be late. U reach where already?
11003	neutral	I have paid and sent receipt to you.
10308	negative	I am not feeling well
11801	neutral	Hey... are you going to quit soon? Xuhui and i working till end of the month
12185	neutral	Anything lor\u002c once u ready den u come lah.
10686	neutral	you want to go jo house later? after eleven?
10772	neutral	ard $1000\u002c 2 times a wk. they already confirm
11034	neutral	u workin now right?
11149	positive	Happy birthday dear. May you be more mature as time passes. May you enjoy abundant joy and happiness. -)
10570	neutral	Or else u can come to icq then we discuss again for the last time for the project. Then edit the final product?  print\u002c file it. Ok?
11486	neutral	So wat time n where u wan meet me?
11751	positive	Hmmm.... Might recognize her if i happen to c her... Wow\u002c on e bus oredi ah\u002c sure wont late one...
10322	positive	i heard from my frens that love actually is a pretty gd show... u want to watch it?
11955	negative	Really dun bluff me leh... U sleep early too. Nite...
11481	neutral	Yup. How? He later meeting his friends then e 2 of us go elsewhere lor.
11032	neutral	probably the same
10607	neutral	what modules will u be taking this semester? wanna take 4264 together?
10137	positive	hope thing will be fine
10759	neutral	I need to have my stats notes back. When r u free to mit up?
10593	neutral	u tried it? wat time e tok? cz i meetin amelia...
11705	positive	Ya... Morn... My sis said it\u2019s on e mountain\u002c haha\u002c have to check map liao...
11485	neutral	Then wat u need 2 bathe ur dog cant come up or must later?
10034	neutral	U ask ghenglai and yongzhong whether they want to come or not lor.
11290	neutral	Thu meet at cafe cartel plaza sing at 7pm. Any prob?
11834	neutral	Hey i will be really pretty late... You want to go for the lesson first? I will join you. I\u2019m only reaching tp mrt
10327	negative	wah... like that not fair man...
10732	neutral	hi\u002c the book is called marketing by kerin. i am selling the book at $24\u002c can meet u on monday
10407	neutral	Im in senai airport waitin for my dads russian crew\u002cthen bring then for dinner\u002chope can make it back for my baby
10801	positive	ok ok can\u2019t chat going for lect
10571	negative	Please? please help me? Already put in so much effort & now u want 2 fang qi? I won\u2019t let u do so. Please
11482	positive	Ok sure. U let me know where n wat time lor.
10176	neutral	Ha ha thanks and coz lost my hand phone thus lost all the contact number carry on with you exams:)
11916	neutral	Do Ã¼ all wan 2 meet up n combine all the parts? How\u2019s da rest of da project going?
10877	neutral	If we go buy tickets too late sure get bad seats one. When can you be at jp? I need some time to bath before I can go out.
10947	positive	Thanks for e dinner steph...E food is nice n e co. is great too...As in my side of e table la...Hee...
11875	neutral	I\u2019m going out to buy mum\u2019s present ar.
12001	neutral	I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
11787	neutral	K... Must book a not huh? so going for yoga basic on sunday?
11769	negative	Ya\u002c i can understand... Most of my tutors r frm china too\u002c really cant catch wat r they tryin to say. Thk beta depend on myself...Din c u during lect...
11388	positive	How come u so pig? Go lor\u002c tdy weather not bad plus tmr holiday... U eat ur lunch first lah.
10861	negative	i cant make it on tuesday... how?
11653	neutral	Hey mei... U goin tmr rite... Have u got anythin 4 jos?
10899	negative	Aiyo.. So bad? Then u got go e interview anot? As is it\u2019s very wulu ah?
11240	neutral	please meet me outside lt27 to get your stuff.
10584	positive	Somewhere high. No one here v. gd\u002c can really take a peaceful rest. I will go back 2 where I came. Bye.
11661	neutral	Hey u call me huh... Wat\u2019s up...
11546	negative	I only did once\u002c e proj we did together\u002c so not v gd at it also. Borrow some books or search online 4 help...
12037	neutral	Same to u...
11427	negative	Da one at cine... But i dunno whether i wan to sign up a not... Dunno if they got one mth only... I scared i wun go...
10590	neutral	e name card need another few daes n its $20 for 100 ok rite? will pass u once its done..
10636	positive	Aiyo good good...glad you are almost home! Never mind you can rest for the whole day! Hehe
12183	neutral	I think we go lido watch k. Den u and xyan can go orchard shopping first. Show still at 930.
11270	neutral	Hey you not going for lect tmr ?
10375	neutral	I\u2019m only free in the evening
11434	neutral	Yup. U wan go tomw is it. Which branch u wan 2 go?
11216	positive	Zack\u002c pray me a prayer yo.. hope i can finish things!
11100	neutral	Still in group discussion? I may go to have lunch in twenty mins. Sms me when your meeting is finished.
11835	negative	Hey... Very inconvenient for your sis a not huh?
11880	neutral	Y Ã¼ wan to go there? C doctor?
11013	neutral	Hai. One less option for me. So will you be there for long?
10650	negative	I\u2019m not sure\u002c it\u2019s ard 53 vs 39. I know they touched   50 mark
11592	neutral	Hmmm... Reach there at 1? Cos my sis goin oso... U wan to go somewhere near my hse den can fetch u oso...
10096	neutral	eh you wan to share wen\u2019s present with me?
10760	negative	U can just leave in my lab or pass to me tml. Sorry its so abrupt but I just realised sm of those r my frens\u2019.
12179	positive	So fast ah\u002c hmm.. It shld be alright. Tdy e weather seem not bad\u002c u can bring ur dog out.
10967	neutral	when you wan me to be back?
11594	neutral	choose a colour... Just some silly test la...
10944	neutral	Huifang... Wanna go john little sales to buy a fren\u2019s bd present... Wanna go tog? I heard there got a lot of guy\u2019s shirts...
10090	negative	hey wads wrong with shuz ar? she keeps answering my sms-es in a very vague way. like being very secretive about everything. any idea wads going on with her??
10998	neutral	Ailing\u002c how u going east pt from ur home? Meet u in bedok then go tog la. I got free bus to bedok mrt...
11074	neutral	On mrt. You out? Where? I am arriving at boonlay
11007	positive	U are most welcome. thnks t 4 reminding me yr birthday. wish u many good years to come n forever young.
11102	positive	No la. You eat when you are hungry.
10141	neutral	Wan Zhen are u buying gliter powder?
10434	neutral	are u going to sch tml ?
11745	neutral	Huh... Whole afternoon gone... Nvrmind lor\u002c nxt time go again... C whose bdae comin up...
10962	positive	No need lah. I will try again with e one i bought.
11569	neutral	Hey xin... Doin puzzle tmr rite... What time go ur hse leh...
12083	neutral	Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
11884	neutral	Go where n buy? Juz buy when we get there lar.
11058	neutral	I need to confirm with you guys regarding the small class gathering at my studio at 6pm on sunday. let me know if you guys are coming. please reply asap.
11896	neutral	With my sis lor... We juz watched italian job.
10007	neutral	wat are u going to buy for her present??
10184	neutral	Hey\u002c you bro jus called me! He said that this morn you went to church and then dunno go where. Where r u now? He is looking for you!
11242	neutral	hi\u002c can i meet you at dhoby ghaut mrt at 4.15pm to pass you the stuff?
10060	positive	guess wad sia? i won preview tickets to this korean show! woo hoo!!!! i haven lost all my good luck just yet!
11614	neutral	Really... But muz wait very long rite... So u book ur test date oredi...
10086	neutral	hey wendy said that we can stay overnight at her place next week cos her parents are going to genting. u wanna stay anot?
11364	negative	Havent yet. Think ard 8 plus n eat until 10 plus lah. Is it convenient if i come ard 10plus?
10722	neutral	Yup. My stream requires it. There is exam of 100MCQs. Not confirm A lah\u002c so long never touch biology already. Hmm.. can I get the book from you earlier? Meet at Aljunied mrt or somewhere convenient..?
11631	negative	Gee... My memory is bad den... I rem wrongly...
10677	positive	Hi. Just wanna wish you a merry and blessed christmas. Hope all your wishes come true this christmas! MERRY CHRISTMAS!
11533	neutral	Hi guys\u002c my company looking 4 developers\u002c like wat i\u2019m doing now. Any of ur friends looking 4 job let me know.
10841	neutral	My dear\u002c i m going to your lt ah... Are u sitting with ur friends?
11633	neutral	Hey fen ah... Wat time u wana meet me ah...
10846	positive	I\u2019m v thankful 4 God has remind me He\u2019s e provider thru yr message. Thanks a lot!! U take care too @->--
11796	neutral	After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor\u002c no other place to go liao...
10030	negative	Think don need already ... We changing date again ... Her birthday on the 10 right ?
11151	neutral	no. some secondary school kids
11697	neutral	Den we will still b given student price and loan rite... Hey how u noe comin nxt wk?
10928	positive	hey that xmas bash pic looks great! u look nice in it too. *saves picture*
11783	neutral	I am going to sao mu today. Will be done only at 12
11070	neutral	U come this aft? What time?
11737	positive	Aiyo... Dun worry la\u002c they\u2019ll let u change one... Anyway\u002c sleep early\u002c nite nite...
10892	neutral	same to you
11807	positive	Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
11449	neutral	Darren saw u then ask me. If u alone then wan do project w him i can help u ask.
10878	neutral	Ok but where are you now? Can get tickesu first?
10680	neutral	do we have to file for grad now?
12094	neutral	Dunno\u002c my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
10752	neutral	I need $100 extra to buy some clothes
11351	negative	Lect break.. Now very bored n tired. So how is ur stylist going to cut?
11790	positive	Yup... From what i remb... I think should be can book...
11772	neutral	Oh okie... I\u2019ll come right away... I\u2019m at s2... So i\u2019ll cya at e canteen...
10186	neutral	tml meet me at tv lounge at 3pm\u002c then we go together k? see ya!
12036	negative	Nope watching tv at home... Not going out. V bored...
10786	neutral	maybe we can have lunch at arts canteen?
11409	neutral	Only u? I be meeting xinyi at 12 at bishan. Can u make it?
10183	neutral	tml I will go KL\u002c if you need buy something call my sis\u2019s num. I\u2019ll be back on fri...
11570	neutral	Wow... U did it all nite ah... Hmmm... I got somethin on until 3 lk tt... Thk i\u2019ll msg u when i\u2019m abt done k...
11926	neutral	Forgot to tell Ã¼ smth.. Can Ã¼ like number the sections so that it\u2019s clearer..
11040	neutral	call her arly in the morning
11744	positive	Ya\u002c din manage to get e timeslot i wan\u002c end up w a tut on sat\u002c n it\u2019s 1hr only\u002c arghh... Kaiez\u002c take care\u002c have a great wkend too...
